year,Country Code,population
1993,SR,430039.0
1994,SR,437037.0
1997,SR,455954.0
2007,SR,509705.0
2008,SR,515148.0
2009,SR,520619.0
2010,SR,526103.0
2011,SR,531589.0
2012,SR,537077.0
2014,SR,547928.0
2015,SR,553208.0
2016,SR,558368.0
1985,SV,4923860.0
1986,SV,4988943.0
1987,SV,5053714.0
1988,SV,5119035.0
1989,SV,5185943.0
1990,SV,5254984.0
1991,SV,5326657.0
1992,SV,5400331.0
1993,SV,5474000.0
1994,SV,5544945.0
1995,SV,5611115.0
1996,SV,5671925.0
1997,SV,5727755.0
1998,SV,5778706.0
1999,SV,5825187.0
2000,SV,5867626.0
2001,SV,5905962.0
2002,SV,5940303.0
2003,SV,5971535.0
2004,SV,6000775.0
2005,SV,6028961.0
2006,SV,6056478.0
2007,SV,6083475.0
2008,SV,6110301.0
2009,SV,6137276.0
2010,SV,6164626.0
2011,SV,6192560.0
2012,SV,6221246.0
2013,SV,6250777.0
2014,SV,6281189.0
2015,SV,6312478.0
2016,SV,6344722.0
1985,SY,10648632.0
1986,SY,11004272.0
1988,SY,11719071.0
1990,SY,12446171.0
1991,SY,12815219.0
1992,SY,13187085.0
1993,SY,13564167.0
1994,SY,13949697.0
1995,SY,14345492.0
1996,SY,14755286.0
1997,SY,15177456.0
1998,SY,15602210.0
1999,SY,16016092.0
2000,SY,16410848.0
2001,SY,16766899.0
2002,SY,17087901.0
2003,SY,17415266.0
2004,SY,17806638.0
2005,SY,18294611.0
2006,SY,18914977.0
2007,SY,19632806.0
2008,SY,20325443.0
2009,SY,20824893.0
2010,SY,21018834.0
2011,SY,20863993.0
2012,SY,20420701.0
2013,SY,19809141.0
2014,SY,19203090.0
2015,SY,18734987.0
2016,SY,18430453.0
1985,SZ,705085.0
1986,SZ,734243.0
1987,SZ,766707.0
1988,SZ,800456.0
1989,SZ,832682.0
1990,SZ,861373.0
1991,SZ,885623.0
1992,SZ,906034.0
1993,SZ,924025.0
1994,SZ,941774.0
1995,SZ,960792.0
1996,SZ,981764.0
1997,SZ,1003995.0
1998,SZ,1026009.0
1999,SZ,1045629.0
2000,SZ,1061468.0
2001,SZ,1072927.0
2002,SZ,1080930.0
2003,SZ,1087392.0
2004,SZ,1095053.0
2005,SZ,1105873.0
2006,SZ,1120514.0
2007,SZ,1138434.0
2008,SZ,1158897.0
2009,SZ,1180675.0
2010,SZ,1202843.0
2011,SZ,1225258.0
2012,SZ,1248158.0
2013,SZ,1271456.0
2014,SZ,1295097.0
2015,SZ,1319011.0
2016,SZ,1343098.0
2012,TC,32431.0
2013,TC,33108.0
2014,TC,33739.0
2015,TC,34339.0
1992,TD,6349089.0
1993,TD,6555603.0
1994,TD,6772133.0
1995,TD,7000722.0
1997,TD,7493251.0
1998,TD,7759258.0
1999,TD,8041846.0
2000,TD,8342559.0
2001,TD,8663012.0
2002,TD,9001689.0
2003,TD,9353201.0
2004,TD,9710043.0
2005,TD,10067009.0
2006,TD,10421597.0
2007,TD,10775708.0
2008,TD,11133861.0
2009,TD,11502786.0
2010,TD,11887202.0
2011,TD,12288651.0
2012,TD,12705135.0
2013,TD,13133589.0
2014,TD,13569438.0
2015,TD,14009413.0
2016,TD,14452543.0
1985,TG,3252994.0
1986,TG,3364020.0
1987,TG,3474080.0
1988,TG,3581928.0
1989,TG,3686373.0
1990,TG,3786940.0
1991,TG,3882271.0
1992,TG,3973327.0
1993,TG,4064926.0
1994,TG,4163642.0
1995,TG,4274024.0
1996,TG,4398238.0
1997,TG,4534551.0
1998,TG,4679023.0
1999,TG,4825704.0
2000,TG,4970367.0
2001,TG,5111770.0
2002,TG,5251472.0
2003,TG,5391401.0
2004,TG,5534598.0
2005,TG,5683268.0
2006,TG,5837792.0
2007,TG,5997385.0
2008,TG,6161796.0
2009,TG,6330472.0
2010,TG,6502952.0
2011,TG,6679282.0
2012,TG,6859482.0
2013,TG,7042948.0
2014,TG,7228915.0
2015,TG,7416802.0
2016,TG,7606374.0
1985,TH,52041469.0
1986,TH,52996467.0
1987,TH,53964406.0
1988,TH,54912334.0
1989,TH,55795106.0
1990,TH,56582821.0
1991,TH,57258401.0
1992,TH,57837878.0
1993,TH,58364891.0
1994,TH,58901666.0
1995,TH,59491790.0
1996,TH,60151472.0
1997,TH,60863506.0
1998,TH,61597283.0
1999,TH,62306651.0
2000,TH,62958021.0
2001,TH,63543322.0
2002,TH,64073164.0
2003,TH,64554952.0
2004,TH,65002231.0
2005,TH,65425470.0
2006,TH,65824164.0
2007,TH,66195615.0
2008,TH,66545760.0
2009,TH,66881867.0
2010,TH,67208808.0
2011,TH,67530130.0
2012,TH,67843979.0
2013,TH,68143065.0
2014,TH,68416772.0
2015,TH,68657600.0
2016,TH,68863514.0
1992,TJ,5502976.0
1993,TJ,5594114.0
1994,TJ,5679832.0
1995,TJ,5764712.0
1996,TJ,5849540.0
1997,TJ,5934282.0
1998,TJ,6021691.0
1999,TJ,6114886.0
2000,TJ,6216205.0
2001,TJ,6327125.0
2002,TJ,6447688.0
2003,TJ,6576877.0
2004,TJ,6712841.0
2005,TJ,6854176.0
2006,TJ,7000557.0
2007,TJ,7152385.0
2008,TJ,7309728.0
2009,TJ,7472819.0
2010,TJ,7641630.0
2011,TJ,7815949.0
2012,TJ,7995062.0
2013,TJ,8177809.0
2014,TJ,8362745.0
2015,TJ,8548651.0
2016,TJ,8734951.0
2001,TL,892531.0
2002,TL,923825.0
2003,TL,960852.0
2004,TL,996698.0
2005,TL,1026484.0
2006,TL,1048621.0
2007,TL,1064973.0
2008,TL,1078110.0
2009,TL,1092021.0
2010,TL,1109591.0
2011,TL,1131523.0
2012,TL,1156760.0
2013,TL,1184366.0
2014,TL,1212814.0
2015,TL,1240977.0
1993,TM,4010789.0
1994,TM,4115099.0
1995,TM,4207840.0
1996,TM,4287344.0
1997,TM,4355114.0
1998,TM,4413477.0
1999,TM,4466132.0
2000,TM,4516131.0
2001,TM,4564080.0
2002,TM,4610002.0
2003,TM,4655741.0
2004,TM,4703398.0
2005,TM,4754641.0
2006,TM,4810105.0
2007,TM,4870137.0
2008,TM,4935762.0
2009,TM,5007950.0
2010,TM,5087210.0
2011,TM,5174061.0
2012,TM,5267839.0
2013,TM,5366277.0
2014,TM,5466241.0
2015,TM,5565284.0
2016,TM,5662544.0
1994,TN,8956596.0
1995,TN,9113975.0
1996,TN,9256037.0
1997,TN,9384152.0
1998,TN,9499395.0
1999,TN,9603742.0
2000,TN,9699197.0
2001,TN,9785701.0
2002,TN,9864326.0
2003,TN,9939678.0
2004,TN,10017601.0
2005,TN,10102482.0
2006,TN,10196136.0
2007,TN,10298087.0
2008,TN,10407336.0
2009,TN,10521834.0
2010,TN,10639931.0
2011,TN,10761467.0
2012,TN,10886668.0
2013,TN,11014558.0
2014,TN,11143908.0
2015,TN,11273661.0
2016,TN,11403248.0
2010,TO,104137.0
2011,TO,104577.0
2012,TO,104951.0
2013,TO,105328.0
1985,TR,49133883.0
1987,TR,51100878.0
1988,TR,52053704.0
1989,TR,52992429.0
1990,TR,53921699.0
1991,TR,54840531.0
1992,TR,55748875.0
1993,TR,56653729.0
1994,TR,57564132.0
1995,TR,58486381.0
1996,TR,59423208.0
1997,TR,60372499.0
1998,TR,61329590.0
1999,TR,62287326.0
2000,TR,63240121.0
2001,TR,64191474.0
2002,TR,65143054.0
2003,TR,66085803.0
2004,TR,67007855.0
2005,TR,67903406.0
2006,TR,68763405.0
2007,TR,69597281.0
2008,TR,70440032.0
2009,TR,71339185.0
2010,TR,72326914.0
2011,TR,73409455.0
2012,TR,74569867.0
2013,TR,75787333.0
2014,TR,77030628.0
2015,TR,78271472.0
2016,TR,79512426.0
2007,TT,1309260.0
2008,TT,1315372.0
2009,TT,1321618.0
2010,TT,1328100.0
2011,TT,1334788.0
2012,TT,1341588.0
2013,TT,1348248.0
2014,TT,1354493.0
2015,TT,1360092.0
2016,TT,1364962.0
1985,TZ,21836999.0
1986,TZ,22511243.0
1987,TZ,23198533.0
1988,TZ,23909954.0
1989,TZ,24660575.0
1990,TZ,25459604.0
1991,TZ,26315013.0
1992,TZ,27219619.0
1993,TZ,28149328.0
1994,TZ,29070615.0
1995,TZ,29960776.0
1996,TZ,30811854.0
1997,TZ,31635251.0
1998,TZ,32451713.0
1999,TZ,33291540.0
2000,TZ,34178042.0
2001,TZ,35117019.0
2002,TZ,36105808.0
2003,TZ,37149072.0
2004,TZ,38249984.0
2005,TZ,39410545.0
2006,TZ,40634948.0
2007,TZ,41923715.0
2008,TZ,43270144.0
2009,TZ,44664231.0
2010,TZ,46098591.0
2011,TZ,47570902.0
2012,TZ,49082997.0
2013,TZ,50636595.0
2014,TZ,52234869.0
2015,TZ,53879957.0
2016,TZ,55572201.0
1994,UA,51921041.0
1995,UA,51512299.0
1996,UA,51057189.0
1997,UA,50594105.0
1998,UA,50143939.0
1999,UA,49673350.0
2000,UA,49175848.0
2001,UA,48683865.0
2002,UA,48202500.0
2003,UA,47812950.0
2004,UA,47451600.0
2005,UA,47105150.0
2006,UA,46787750.0
2007,UA,46509350.0
2008,UA,46258200.0
2009,UA,46053300.0
2010,UA,45870700.0
2011,UA,45706100.0
2012,UA,45593300.0
2013,UA,45489600.0
2014,UA,45271947.0
2015,UA,45154029.0
2016,UA,45004645.0
1985,UG,14646624.0
1986,UG,15154521.0
1987,UG,15695411.0
1988,UG,16262533.0
1989,UG,16846090.0
1990,UG,17438907.0
1991,UG,18040438.0
1992,UG,18652889.0
1993,UG,19275422.0
1994,UG,19907634.0
1995,UG,20550291.0
1996,UG,21202118.0
1997,UG,21865931.0
1998,UG,22551789.0
1999,UG,23272995.0
2000,UG,24039274.0
2001,UG,24854892.0
2002,UG,25718048.0
2003,UG,26624820.0
2004,UG,27568436.0
2005,UG,28543940.0
2006,UG,29550662.0
2007,UG,30590487.0
2008,UG,31663896.0
2009,UG,32771895.0
2010,UG,33915133.0
2011,UG,35093648.0
2012,UG,36306796.0
2013,UG,37553726.0
2014,UG,38833338.0
2015,UG,40144870.0
2016,UG,41487965.0
1988,US,244499000.0
1989,US,246819000.0
1990,US,249623000.0
1991,US,252981000.0
1992,US,256514000.0
1993,US,259919000.0
1994,US,263126000.0
1995,US,266278000.0
1996,US,269394000.0
1997,US,272657000.0
1998,US,275854000.0
1999,US,279040000.0
2000,US,282162411.0
2001,US,284968955.0
2002,US,287625193.0
2003,US,290107933.0
2004,US,292805298.0
2005,US,295516599.0
2006,US,298379912.0
2007,US,301231207.0
2008,US,304093966.0
2009,US,306771529.0
2010,US,309348193.0
2011,US,311663358.0
2012,US,313998379.0
2013,US,316204908.0
2014,US,318563456.0
2015,US,320896618.0
2016,US,323127513.0
1993,UY,3178155.0
1994,UY,3201607.0
1995,UY,3224804.0
1996,UY,3248035.0
1997,UY,3271010.0
1998,UY,3292138.0
1999,UY,3309318.0
2000,UY,3321245.0
2001,UY,3327103.0
2002,UY,3327773.0
2003,UY,3325637.0
2004,UY,3324096.0
2005,UY,3325612.0
2006,UY,3331043.0
2007,UY,3339741.0
2008,UY,3350824.0
2009,UY,3362755.0
2010,UY,3374415.0
2011,UY,3385624.0
2012,UY,3396777.0
2013,UY,3408005.0
2014,UY,3419546.0
2015,UY,3431552.0
2016,UY,3444006.0
1993,UZ,21942000.0
1994,UZ,22377000.0
1995,UZ,22785000.0
1996,UZ,23225000.0
1997,UZ,23667000.0
1998,UZ,24051000.0
1999,UZ,24311650.0
2000,UZ,24650400.0
2001,UZ,24964450.0
2002,UZ,25271850.0
2003,UZ,25567650.0
2004,UZ,25864350.0
2005,UZ,26167000.0
2006,UZ,26488250.0
2007,UZ,26868000.0
2008,UZ,27302800.0
2009,UZ,27767400.0
2010,UZ,28562400.0
2011,UZ,29339400.0
2012,UZ,29774500.0
2013,UZ,30243200.0
2014,UZ,30757700.0
2015,UZ,31298900.0
2016,UZ,31848200.0
2009,VC,109253.0
2011,VC,109341.0
1985,VE,17508059.0
1986,VE,17968552.0
1987,VE,18437794.0
1990,VE,19861956.0
1991,VE,20332079.0
1992,VE,20799075.0
1993,VE,21263443.0
1994,VE,21726352.0
1995,VE,22188667.0
1996,VE,22650102.0
1997,VE,23110178.0
1998,VE,23569454.0
1999,VE,24028689.0
2000,VE,24488340.0
2001,VE,24948476.0
2002,VE,25408700.0
2003,VE,25868523.0
2004,VE,26327225.0
2005,VE,26784161.0
2006,VE,27239168.0
2007,VE,27691965.0
2008,VE,28141701.0
2009,VE,28587323.0
2010,VE,29028033.0
2011,VE,29463291.0
2012,VE,29893080.0
2013,VE,30317848.0
2014,VE,30738378.0
2015,VE,31155134.0
2016,VE,31568179.0
2009,VG,26447.0
2010,VG,27224.0
2011,VG,27901.0
2012,VG,28509.0
2013,VG,29056.0
1985,VN,58868000.0
1986,VN,60249000.0
1987,VN,61750000.0
1988,VN,63263000.0
1989,VN,64774000.0
1990,VN,66016700.0
1991,VN,67242400.0
1992,VN,68450100.0
1993,VN,69644500.0
1994,VN,70824500.0
1995,VN,71995500.0
1996,VN,73156700.0
1997,VN,74306900.0
1998,VN,75456300.0
1999,VN,76596700.0
2000,VN,77630900.0
2001,VN,78620500.0
2002,VN,79537700.0
2003,VN,80467400.0
2004,VN,81436400.0
2005,VN,82392100.0
2006,VN,83311200.0
2007,VN,84218500.0
2008,VN,85118700.0
2009,VN,86025000.0
2010,VN,86932500.0
2011,VN,87860300.0
2007,VU,219953.0
2008,VU,225340.0
2009,VU,230785.0
2010,VU,236295.0
2011,VU,241871.0
2012,VU,247485.0
2013,VU,253142.0
2014,VU,258850.0
2015,VU,264603.0
2015,WS,193759.0
1985,YE,9847899.0
1986,YE,10232733.0
1987,YE,10628585.0
1988,YE,11051504.0
1989,YE,11523267.0
1990,YE,12057039.0
1991,YE,12661614.0
1992,YE,13325583.0
1993,YE,14017239.0
1994,YE,14692686.0
1995,YE,15320653.0
1996,YE,15889449.0
1997,YE,16408954.0
1998,YE,16896210.0
1999,YE,17378098.0
2000,YE,17874725.0
2001,YE,18390135.0
2002,YE,18919179.0
2003,YE,19462086.0
2004,YE,20017068.0
2005,YE,20582927.0
2006,YE,21160534.0
2007,YE,21751605.0
2008,YE,22356391.0
2009,YE,22974929.0
2010,YE,23606779.0
2011,YE,24252206.0
2012,YE,24909969.0
2013,YE,25576322.0
2014,YE,26246327.0
2015,YE,26916207.0
2016,YE,27584213.0
1993,ZA,39619539.0
1994,ZA,40558495.0
1995,ZA,41426810.0
1996,ZA,42210216.0
1997,ZA,42921506.0
1998,ZA,43584030.0
1999,ZA,44233730.0
2000,ZA,44896856.0
2001,ZA,45312937.0
2002,ZA,45855482.8828724
2003,ZA,46418193.898926705
2004,ZA,47001700.9913724
2005,ZA,47606670.2439658
2006,ZA,48233804.4849866
2007,ZA,48883844.9909288
2008,ZA,49557573.2955342
2009,ZA,50255813.1102008
2010,ZA,50979432.3622277
2011,ZA,51729345.3578159
2012,ZA,52506515.0772335
2013,ZA,53311955.6100823
2014,ZA,54146734.739162
2015,ZA,55011976.6820294
2016,ZA,55908865.0
1985,ZM,6955212.0
1986,ZM,7170656.0
1987,ZM,7385686.0
1988,ZM,7600072.0
1989,ZM,7813808.0
1990,ZM,8027253.0
1991,ZM,8239732.0
1992,ZM,8452275.0
1993,ZM,8669168.0
1994,ZM,8896109.0
1995,ZM,9137077.0
1996,ZM,9394304.0
1997,ZM,9666578.0
1998,ZM,9950224.0
1999,ZM,10239714.0
2000,ZM,10531221.0
2001,ZM,10824125.0
2002,ZM,11120409.0
2003,ZM,11421984.0
2004,ZM,11731746.0
2005,ZM,12052156.0
2006,ZM,12383446.0
2007,ZM,12725974.0
2008,ZM,13082517.0
2009,ZM,13456417.0
2010,ZM,13850033.0
2011,ZM,14264756.0
2012,ZM,14699937.0
2013,ZM,15153210.0
2014,ZM,15620974.0
2015,ZM,16100587.0
2016,ZM,16591390.0
1985,ZW,8658857.0
1986,ZW,8976205.0
1987,ZW,9293283.0
1988,ZW,9604302.0
1989,ZW,9902540.0
1990,ZW,10183113.0
1991,ZW,10443043.0
1992,ZW,10682868.0
1993,ZW,10905756.0
1994,ZW,11116948.0
1995,ZW,11320346.0
1996,ZW,11518262.0
1997,ZW,11709997.0
1998,ZW,11893272.0
1999,ZW,12064537.0
2000,ZW,12222251.0
2001,ZW,12366165.0
2002,ZW,12500525.0
2003,ZW,12633897.0
2004,ZW,12777511.0
2005,ZW,12940032.0
2006,ZW,13124267.0
2007,ZW,13329909.0
2008,ZW,13558469.0
2009,ZW,13810599.0
2010,ZW,14086317.0
2011,ZW,14386649.0
2012,ZW,14710826.0
2013,ZW,15054506.0
2014,ZW,15411675.0
2015,ZW,15777451.0
2016,ZW,16150362.0
