year,country,per_million
1987,CD,64.70064865254714
1987,CF,4010.5340942580765
1987,CG,117547.72700393839
1987,CI,62.52466616229498
1987,CL,-156.10428496734
1987,CM,5523.4187157135275
1987,CN,267.61682049011335
1987,CO,6.187290840566663
1987,CR,10187.273845828178
1987,CU,-81.40557435381648
1987,CZ,-37.207709282733944
1987,DJ,34119.878449207674
1987,DO,1045.1430855580443
1987,DZ,6898.558012855395
1987,EC,68.39132760087747
1987,EG,16.809183859663364
1987,EH,0.0
1987,ER,-57.106727001462545
1987,ES,-1.5509961725291952
1987,ET,-28445.38086490275
1987,GH,-286.7653418345238
1987,GN,-9.291119195210689
1987,GR,387.9769153735353
1987,GT,-4843.092597059789
1987,GW,-5300.879488182176
1987,HN,16634.13920988224
1987,HT,-1071.8727400725095
1987,HU,-31.000473864386212
1987,ID,-49.84600234799128
1987,IN,8.10487124542161
1987,IQ,-25157.412617895636
1987,IR,53691.27333254397
1987,IT,360.65907362771776
1987,JO,-1.2788063110370256
1987,JP,45.875617367373515
1987,KE,492.9136442758237
1987,KH,-5928.352934473088
1987,KR,1.4415560732877497
1987,LA,-20858.028205224724
1987,LK,-13.403513066895158
1987,LS,2622.159873087462
1987,LY,-60.83164647177667
1987,MA,2.4683197543119633
1987,ML,6.197508651102326
1987,MR,-0.5344798281968041
1987,MW,54616.369541580374
1987,MX,2063.151593308537
1987,MY,6016.299560644324
1987,MZ,-53149.327068309845
1987,NA,0.0
1987,NG,71.0202540184615
1987,NI,-17077.253001138568
1987,PA,560.7479860520409
1987,PE,23.469920119148963
1987,PG,2739.073597781926
1987,PH,-1510.4693567607706
1987,PK,32117.529086986608
1987,PL,-39.15785913497767
1987,RO,-111.9853521416436
1987,RS,0.0
1987,RU,-59.51010225621624
1987,RW,-49608.51177732578
1987,SC,-29.197506532942086
1987,SD,35472.79955560381
1987,SG,151.36286038325798
1987,SL,37.17778017918699
1987,SN,725.2792905492047
1987,SO,115439.64335692136
1987,SV,-34272.616139338315
1987,SY,-1.7604313479305953
1987,SZ,18912.048540055068
1987,TD,-29043.17182767215
1987,TG,974.3586791323171
1987,TH,2133.4432922322912
1987,TN,-0.7800054444380021
1987,TR,6.96661219793523
1987,TZ,11325.716156275916
1987,UG,-6779.11524585116
1987,UY,-12.787027789817985
1987,VE,28.745304346062223
1987,VN,-4861.813765182186
1987,XK,0.0
1987,YE,282.1636182050574
1987,ZA,-758.8121049086824
1987,ZM,19945.337508255834
1987,ZW,14163.993499390905
1988,AF,-487279.8349659056
1988,AL,-113.92798223996415
1988,AM,-85.88586994824877
1988,AO,-27662.574709257486
1988,AR,-1.4467448351288013
1988,BD,-0.05942045977749355
1988,BF,22.73732229735511
1988,BG,-99.98390014258283
1988,BH,107.48019140072485
1988,BI,4738.358350422005
1988,BJ,224.91617538924837
1988,BO,-0.3033618407511118
1988,BR,-0.006944370081814818
1988,BW,1316.6202956173597
1988,BZ,55857.18435105123
1988,CD,65.34304667996295
1988,CF,1437.9975563998003
1988,CG,102799.31883904977
1988,CI,55.058270732633886
1988,CL,-47.46653238634478
1988,CM,4859.036367263888
1988,CN,257.83157684522024
1988,CO,7.126495445790341
1988,CR,13308.28372485233
1988,CU,-373.233978974807
1988,CY,297.36082087880305
1988,CZ,-545.5190185177102
1988,DJ,12291.138546575703
1988,DO,775.859021954087
1988,DZ,6709.434303538801
1988,EG,22.622569595383794
1988,EH,0.0
1988,ER,-44.23953078156615
1988,ET,-18695.424274299974
1988,GB,302.74910414985493
1988,GD,-91.77867063694397
1988,GH,-340.6183851353819
1988,GM,-1.1861692663543089
1988,GN,-9.00109129230828
1988,GR,501.5451356249184
1988,GT,-4817.601207792979
1988,GW,-5178.40168492206
1988,GY,-2.664070086355832
1988,HN,15450.68911489083
1988,HT,-788.0120023224999
1988,HU,-366.81968278732376
1988,ID,-41.81120971961084
1988,IL,-0.9004952723998199
1988,IN,9.254761920129159
1988,IQ,-33177.66053858299
1988,IR,53407.59291771224
1988,IT,340.05371919915365
1988,JO,-2.4595163607028314
1988,JP,49.83158392666357
1988,KE,602.5208580211583
1988,KH,-11591.219045085025
1988,KR,2.8550187911388876
1988,LA,-33862.68918076907
1988,LB,1473.06531364
1988,LK,-210.32965708431266
1988,LR,-13.856236923176404
1988,LS,2728.5710415400754
1988,LY,-156.14567087904564
1988,MA,-0.12519917101455566
1988,ML,6.111925491227676
1988,MM,-0.17783585049817666
1988,MR,-1.0400405199786584
1988,MT,-2.879147772259411
1988,MV,-4.7645139004693045
1988,MW,73190.19999571607
1988,MX,2031.5550479503786
1988,MY,6129.464725127246
1988,MZ,-71231.24204915758
1988,NA,0.0
1988,NG,57.82182147117929
1988,NI,-22238.13102029153
1988,PA,685.6318747894342
1988,PE,-0.1912969912091859
1988,PG,2363.238341280294
1988,PH,-1443.9409294266202
1988,PK,32103.05293918438
1988,PL,-615.1041784122544
1988,RO,-908.4615777610063
1988,RS,0.0
1988,RU,-229.0391333065499
1988,RW,-35894.10739043771
1988,SC,-741.7642353283397
1988,SD,25435.27436380144
1988,SG,109.6233874469978
1988,SL,12.521117345985441
1988,SN,702.5910048092453
1988,SO,67527.85474987423
1988,SV,-33067.365235830584
1988,SY,-57.25709828023057
1988,SZ,36734.06158489661
1988,TD,-24178.33158051472
1988,TG,930.5044657514054
1988,TH,1963.110874143503
1988,TN,-0.8892887582848364
1988,TR,80.87801014121877
1988,TZ,11079.82056343563
1988,UG,-261.15242932942857
1988,US,1540.0962785123866
1988,UY,-10.426512797404058
1988,VN,-6527.3382545879895
1988,XK,0.0
1988,YE,104.601147499924
1988,ZA,-709.1227715466008
1988,ZM,18673.11257051249
1988,ZW,18139.37129423877
1989,AF,-479291.59475407953
1989,AL,-113.69469659160649
1989,AM,-0.28276792472944057
1989,AO,-33991.28638413181
1989,AR,-3.1924560342238726
1989,BD,-0.057915487249944095
1989,BF,32.40160082556481
1989,BG,-97.89374124419903
1989,BH,145.50292045147478
1989,BI,14373.98769399533
1989,BJ,240.8705697242499
1989,BO,-4.164778881477235
1989,BR,-0.040902031311445715
1989,BW,572.5487151618663
1989,BZ,26434.98356670609
1989,CD,100.73078074781682
1989,CF,972.2668961397558
1989,CG,101587.0262331748
1989,CH,0.15044580099751584
1989,CI,25.254993076837767
1989,CL,-92.20165184518076
1989,CM,4477.953176881085
1989,CN,254.55772583024182
1989,CO,6.067014818148368
1989,CR,15290.058977361372
1989,CU,-352.0714090838047
1989,CY,-14.646279046234309
1989,CZ,-558.8227005169738
1989,DJ,56518.94783139197
1989,DK,2585.632138446953
1989,DO,540.9674969405519
1989,DZ,9613.475066110606
1989,EG,24.31857417878434
1989,EH,0.0
1989,ER,-13.998439336786499
1989,ET,-16604.39192798161
1989,FR,0.08593619457549427
1989,GB,386.2521090256935
1989,GD,-51.616100093941306
1989,GF,0.0
1989,GH,-327.8095618943936
1989,GM,-1.1348960094786515
1989,GN,-8.664532188043916
1989,GR,715.0008850787225
1989,GT,-4606.614135295811
1989,GW,-5062.113057904747
1989,GY,-2.682169606995098
1989,HN,12913.010161530508
1989,HT,-551.1550680677947
1989,HU,2160.046458028497
1989,ID,-38.50011734344275
1989,IL,-0.8853474988933157
1989,IN,12.626279900391289
1989,IQ,-29827.484317956547
1989,IR,51049.45835591119
1989,IT,244.936717270276
1989,JO,33.873113672573055
1989,JP,52.63328893076448
1989,KE,563.4245395952869
1989,KH,-8714.889554239586
1989,KM,-12.511510589742564
1989,KR,5.418261775449422
1989,KW,71.53307784897173
1989,LA,-32723.6947154558
1989,LB,-802.1355411052434
1989,LK,-456.7424737248382
1989,LR,4.222329083637302
1989,LS,2692.855810388434
1989,LY,-151.30815719600804
1989,MA,-0.245688263115423
1989,ML,6.017186770228067
1989,MM,-0.09996285879981293
1989,MR,-16820.594829025875
1989,MT,-2.851261112790187
1989,MV,-4.616911747731942
1989,MW,90824.50591120888
1989,MX,566.2866702340206
1989,MY,6300.934233981112
1989,MZ,-86126.44187848446
1989,NA,0.0
1989,NG,50.59004504021909
1989,NI,-22947.945448694474
1989,NP,2.733209158174859
1989,PA,361.6463132121591
1989,PE,-1.3103179725225385
1989,PG,1853.4572744215288
1989,PH,-1330.0797605743833
1989,PK,31316.017661216832
1989,PL,-607.7732011268566
1989,RO,-1985.108191375517
1989,RS,0.0
1989,RU,-463.68491954427606
1989,RW,-41037.95051793036
1989,SC,-737.3458441164139
1989,SD,17931.146594696987
1989,SG,162.7485882327653
1989,SL,-2.1179121715941855
1989,SN,5216.685315066998
1989,SO,56727.50680044728
1989,SR,-16523.484825728676
1989,SV,-8118.48491200154
1989,SY,-32.86303053099704
1989,SZ,41875.52991418092
1989,TD,-22673.725738485868
1989,TG,897.3590030091909
1989,TH,1818.4749035157313
1989,TN,-1.1178829978939084
1989,TR,14.832307460373254
1989,TZ,10743.46401087566
1989,UG,5311.974470040229
1989,US,1663.145868024747
1989,UY,-65.39366989275437
1989,VN,-6705.931392225276
1989,XK,0.0
1989,YE,271.3640150835696
1989,ZA,-673.9027309534894
1989,ZM,17644.27792441278
1989,ZW,17785.03293094499
1990,AF,-519276.3329657965
1990,AL,-761.2864828747054
1990,AM,-0.2826323814745779
1990,AO,-33126.97321541468
1990,AR,-10.20478653984989
1990,BD,-4.492005839946612
1990,BF,28.146526276030713
1990,BG,-220.45610096201216
1990,BH,183.4932682167479
1990,BI,14114.892395134999
1990,BJ,149.04099551350447
1990,BO,-106.61814252818307
1990,BR,-0.09373819170792626
1990,BW,780.8916679729911
1990,BZ,28935.975089575157
1990,CD,72.16611982100838
1990,CF,1853.5400608208777
1990,CG,145311.71825604796
1990,CI,22176.75704941589
1990,CL,-1120.5144307578266
1990,CM,4422.111479274223
1990,CN,262.59420270704777
1990,CO,-9.453901506978161
1990,CR,14960.618476451027
1990,CU,-1318.5497257108502
1990,CY,195.66561529009385
1990,CZ,-592.5471446592128
1990,DJ,131438.45338229465
1990,DK,2723.2379143187654
1990,DO,290.24254671756563
1990,DZ,6366.882654911456
1990,EC,57.447129801447254
1990,EG,27.049992758509667
1990,EH,0.0
1990,ER,-13.811662246399411
1990,ET,-11099.015782303713
1990,FJ,-1.3724424534879252
1990,FR,0.01709027534621138
1990,GA,437.92768837191716
1990,GB,417.921552185624
1990,GD,-41.544197833470086
1990,GF,0.0
1990,GH,224.77041015130987
1990,GM,71.98890062041343
1990,GN,53789.92612927394
1990,GR,-1.5691209549042484
1990,GT,-4591.4139242663905
1990,GW,-1974.7500691508278
1990,GY,-2.690671039903997
1990,HN,7703.223681661436
1990,HT,-315.7865677183308
1990,HU,2367.7490276641925
1990,ID,-25.336643216428488
1990,IL,-3.4334763948497855
1990,IN,246.7472002111676
1990,IQ,-64914.68747075177
1990,IR,72887.6056591782
1990,IT,190.35868604727426
1990,JO,25.27676655108631
1990,JP,55.20613257566559
1990,KE,611.8575244951321
1990,KH,-6058.389393828966
1990,KM,-9.718314649873419
1990,KR,5.365146881509541
1990,KW,-20.95622292658416
1990,LA,-32579.056525439173
1990,LB,-2309.642266268494
1990,LK,-12195.280477807706
1990,LR,-350790.4704868131
1990,LS,129.6808230742086
1990,LT,-1.0817131523879628
1990,LY,-130.95433705662884
1990,MA,-0.6029148279104226
1990,ML,1565.115860391996
1990,MM,-0.6892095627826836
1990,MN,-0.4578450606530244
1990,MR,-2954.968622853596
1990,MT,-2.8235028376203517
1990,MV,-4.587155963302752
1990,MW,98243.89860380122
1990,MX,591.802462184098
1990,MY,840.4884246155726
1990,MZ,-94211.5842592146
1990,NA,0.0
1990,NE,96.71951129565332
1990,NG,54.4242747254256
1990,NI,-19467.422998553528
1990,NP,78.40248379068649
1990,PA,227.0327627297189
1990,PE,-11.728776801285841
1990,PG,1871.0618148279445
1990,PH,320.7562654659567
1990,PK,30410.67189070617
1990,PL,-672.5655747499487
1990,PY,-4.509056320961274
1990,RO,-2232.668235077096
1990,RS,-96.88900606380174
1990,RU,-793.9470773878564
1990,RW,-46631.345982848055
1990,SC,-863.2224092537442
1990,SD,24251.63505908151
1990,SE,11663.736945507186
1990,SG,1.6408872342911303
1990,SL,29177.602576476387
1990,SN,-266.02724833723045
1990,SO,-4104.714838982138
1990,SR,-16246.515097969921
1990,SV,-7154.1606977300025
1990,SY,158.84403323721006
1990,SZ,48801.15815099846
1990,TD,-32012.844353039076
1990,TG,895.4459273186267
1990,TH,1794.502257142676
1990,TN,-5.101546898338438
1990,TR,-54.30095961924345
1990,TT,-0.8183975775431704
1990,TZ,10405.50355771441
1990,UG,4962.35228503713
1990,US,1859.5802470124947
1990,UY,-270.7405074423093
1990,VE,109.75756869061637
1990,VN,-7285.611065078988
1990,XK,0.0
1990,YE,243.0115719124737
1990,ZA,-401.7830328136852
1990,ZM,17172.499733096738
1990,ZW,18751.240411453746
1991,AF,-499056.65510487155
1991,AL,-1353.010141453843
1991,AM,-0.2852862747917339
1991,AO,-32165.98852617839
1991,AR,-5.964948157069015
1991,BD,364.2962890910548
1991,BF,23.425196937398592
1991,BG,-316.83082982917665
1991,BH,-102.00778790226869
1991,BI,7142.4859546507
1991,BJ,143.70330006860863
1991,BO,-9.581665897034846
1991,BR,-0.07237957464984884
1991,BT,-17688.96896241094
1991,BW,918.3112390425564
1991,BZ,59484.31924489604
1991,CA,-0.141986552311644
1991,CD,90.51972270503893
1991,CF,4224.07570562697
1991,CG,179856.06346988483
1991,CH,0.14705929930949777
1991,CI,18102.03423947491
1991,CL,-1057.943216307886
1991,CM,4169.89719278163
1991,CN,260.82830775647824
1991,CO,-16.61093126436738
1991,CR,12602.778203762444
1991,CU,-1659.385656887435
1991,CY,75.33880114259593
1991,CZ,-435.65659589518555
1991,DE,-0.0499913165083225
1991,DJ,163079.80304658198
1991,DK,2931.534032374535
1991,DO,267.2810581818172
1991,DZ,6211.6048950060085
1991,EC,25.141023937504958
1991,EE,-1.2809723092215917
1991,EG,31.624245413675936
1991,EH,0.0
1991,ER,-160084.89120157118
1991,ES,50.37676585577268
1991,ET,11933.482056180914
1991,FJ,-1.3596692196722382
1991,FR,0.23907384704246526
1991,GA,224.89759492467465
1991,GB,431.5898032868914
1991,GD,-41.470545545026646
1991,GF,0.0
1991,GH,354.3332583752374
1991,GM,224.3302478269982
1991,GN,85962.616614235
1991,GQ,-136.17052180543956
1991,GR,-0.5813994614496789
1991,GT,-5155.078364319481
1991,GW,-361.56601472296813
1991,GY,-1.3435641263004021
1991,HN,596.08415845564
1991,HT,-325.53813538438004
1991,HU,9644.571692983978
1991,ID,-12.127877619954013
1991,IL,-5.657708628005658
1991,IN,240.55157627505847
1991,IQ,-145134.3901968013
1991,IR,97743.8242720109
1991,IT,172.53797011377375
1991,JO,188.62731797796843
1991,JP,51.621597630748624
1991,KE,4952.10879850029
1991,KH,-4655.767388652668
1991,KM,-4.718405556394384
1991,KR,3.6262258260080493
1991,KW,9801.730248798793
1991,LA,-28631.486278881654
1991,LB,-2885.0534539623072
1991,LK,-12096.902808274586
1991,LR,-375390.6653846322
1991,LS,124.80751194389535
1991,LT,-1.0798745401759224
1991,LY,-184.84723586265235
1991,MA,-1.736600215133192
1991,MG,-0.08373232483888435
1991,ML,-171.9731398296495
1991,MM,-972.3925299044753
1991,MN,-0.45087329648796753
1991,MR,-22099.05802891039
1991,MT,-2.748423092250821
1991,MV,-4.405286343612334
1991,MW,101830.35161873273
1991,MX,627.8747060232513
1991,MY,693.2206421192983
1991,MZ,-96862.7800090789
1991,NA,0.0
1991,NE,428.2618491822048
1991,NG,35.60964838511319
1991,NI,-10744.191195196565
1991,NP,494.6205918673962
1991,PA,285.35408280262095
1991,PE,-21.31657638012042
1991,PG,1498.7541281304777
1991,PH,139.93411491845518
1991,PK,29573.67993366231
1991,PL,-565.8863876987705
1991,PY,-1.8503912420982511
1991,RO,-1165.0284518320927
1991,RS,-6933.32329248005
1991,RU,-1046.775756270858
1991,RW,-56248.94441230904
1991,SA,2118.055619368681
1991,SC,-979.5709763057397
1991,SD,12549.665268712346
1991,SE,13292.562990469836
1991,SG,0.3189708215061611
1991,SL,-3872.0485543913996
1991,SN,6169.851211600825
1991,SO,-98314.14861930146
1991,SR,-15777.330353358253
1991,SV,-6577.4837764098575
1991,SY,86.84986187126415
1991,SZ,56573.733970323716
1991,TD,-21087.364540401988
1991,TG,854.65440202397
1991,TH,1589.8802343432537
1991,TN,-7.4842438846599615
1991,TR,418.6684479769169
1991,TT,-0.8130696060759065
1991,TZ,11165.945462386813
1991,UG,6791.963698442355
1991,US,2028.3341436708686
1991,UY,-191.8871026963171
1991,VE,85.03803275602067
1991,VN,-7297.226154926058
1991,XK,0.0
1991,YE,2366.522940914168
1991,ZA,-422.260560075731
1991,ZM,16999.946114752274
1991,ZW,18896.02484639774
1992,AF,-434088.0999677353
1992,AL,361.8681512602713
1992,AM,30497.471542141448
1992,AO,-28861.045877480898
1992,AR,-3.3575841035448035
1992,AT,10947.479366980715
1992,AZ,-14223.787591438635
1992,BA,-188028.3188579608
1992,BD,1796.0755188423348
1992,BF,594.7007420475582
1992,BG,-305.73183372122594
1992,BH,-101.32157748137499
1992,BI,6980.927336354044
1992,BJ,93.58935429534812
1992,BO,-3.9261287655255606
1992,BR,-0.07116780243362571
1992,BS,5087.662606055596
1992,BT,-141934.99835379334
1992,BW,690.3264316717646
1992,BZ,65243.90557696959
1992,CA,-0.14025443627411704
1992,CD,86.43461934640808
1992,CF,6337.604379084355
1992,CG,158754.92571889787
1992,CI,13204.79747085376
1992,CL,-1048.201697706384
1992,CM,3634.076134358391
1992,CN,188.5859721709572
1992,CO,-21.48561074339032
1992,CR,10963.429856213388
1992,CU,-1643.2873834603377
1992,CZ,1325.0157014312165
1992,DE,-0.04961265047175801
1992,DJ,50676.85113827404
1992,DK,3222.7436830085644
1992,DO,270.0657731332356
1992,DZ,7907.297623855758
1992,EC,10.274931958933525
1992,EE,-38.48434306900243
1992,EG,86.4987696620215
1992,EH,0.0
1992,ER,-183801.48413605927
1992,ES,44.18034416488104
1992,ET,2064.4260948507977
1992,FJ,-25.51942095090735
1992,FR,1.7331842387079988
1992,GA,253.8131696188622
1992,GB,676.8796091420132
1992,GD,-10.288277536574826
1992,GF,0.0
1992,GH,466.83058440670743
1992,GM,3660.2369253193265
1992,GN,83141.36246496809
1992,GQ,-250.46797964618102
1992,GR,-0.09616252852060393
1992,GT,-5257.533982438561
1992,GW,7400.263455024464
1992,GY,-2.673317881555978
1992,HN,365.2934276147349
1992,HR,-81619.91051454139
1992,HT,-1054.0173751772545
1992,HU,5539.117673919683
1992,ID,-12.222654521328202
1992,IL,-7.807925043919578
1992,IN,316.55885067207254
1992,IQ,-70701.6891745652
1992,IR,72705.30970616953
1992,IT,162.73721925210705
1992,JM,56.786792365583636
1992,JO,19.404273677875953
1992,JP,53.683117468545994
1992,KE,16038.565687092905
1992,KH,-3918.410261015326
1992,KM,797.3458464696826
1992,KR,3.2915819027181197
1992,KW,0.0
1992,KZ,-0.060830599251357816
1992,LA,-22391.575268364635
1992,LB,-3312.351915153895
1992,LK,-8971.524766035152
1992,LR,-243178.89346521458
1992,LS,61.78315791115342
1992,LT,-2.162095546245332
1992,LV,-1.5300240443278565
1992,LY,-147.4950354805113
1992,MA,-3.528295026259433
1992,MG,-0.08129198324474675
1992,ML,-6552.917972775503
1992,MM,-6081.301627741917
1992,MN,-0.4457317176450032
1992,MR,-19885.63796875474
1992,MT,-2.720215005794058
1992,MW,108784.45899300052
1992,MX,630.3508419781937
1992,MY,637.5730274104857
1992,MZ,-102761.79816819154
1992,NA,0.0
1992,NE,-2120.727665395938
1992,NG,44.66104764301072
1992,NI,-9241.385392806787
1992,NL,1521.9143415581732
1992,NP,3940.0676815733486
1992,PA,41.53697683789477
1992,PE,-31.974236242370164
1992,PG,1472.5985113063111
1992,PH,104.57086713113445
1992,PK,26268.24842665268
1992,PL,-65.63501867535238
1992,PY,-2.0303487507489733
1992,RO,-1069.0399400130314
1992,RS,55300.22923133742
1992,RU,-1437.914035335499
1992,RW,-59691.41957945648
1992,SA,1622.8937811877242
1992,SC,-862.0324180715911
1992,SD,24523.815799441476
1992,SE,13960.78272122262
1992,SG,-0.3095306339373101
1992,SI,56979.77158003664
1992,SL,-60169.0195995135
1992,SN,6958.270675521267
1992,SO,-107037.89681946184
1992,SR,-16730.413967163637
1992,SV,-6199.434812421683
1992,SY,131.34062607467837
1992,SZ,61239.42368608683
1992,TD,-11989.279091850814
1992,TG,795.0516028507093
1992,TH,1280.7869610983998
1992,TJ,-10359.485485671752
1992,TN,-9.996251405722854
1992,TR,637.3581529672124
1992,TT,-0.8080892970996867
1992,TZ,10994.496285932584
1992,UA,-0.7286635891751732
1992,UG,9281.243243338873
1992,US,2257.8182867211926
1992,UY,-135.98089294119697
1992,VE,100.77371229249378
1992,VN,-7548.900585974308
1992,XK,0.0
1992,YE,4495.788289337885
1992,ZA,-295.39324199465165
1992,ZM,16631.498620193972
1992,ZW,22250.017504662606
1993,AE,193.4398082816701
1993,AF,-221550.31908038497
1993,AL,386.70251514662317
1993,AM,39809.7230589177
1993,AO,-23435.559076299185
1993,AR,15.860025105745471
1993,AT,10051.18755196453
1993,AU,11.320541121865626
1993,AZ,-17078.7191460974
1993,BA,-200422.99423263068
1993,BD,1652.8938849355732
1993,BF,684.5345646510915
1993,BG,-312.1933762362179
1993,BH,-111.89583243972078
1993,BI,-104954.64010626196
1993,BJ,28353.62546346158
1993,BO,53.61690719806979
